"sample_id","n_phy","likelihood","error_rate","p_val_perm","p_val_wsrst","abs_diff","mix_index","mix_node","mix_phylotype","mix_prop","failed"
"MFS-335.filtered.vcf.gz",1,-3796.67264200792,1e-04,0,-1,Inf,1,157,"4.1.2.1",1,FALSE
"MFS-336.filtered.vcf.gz",2,-4969.17676905525,0.000465432098765432,0,5.52200179729e-56,150.7478,1,57,"4.1.1.1",0.5418,FALSE
"MFS-336.filtered.vcf.gz",2,-4969.17676905525,0.000465432098765432,0,5.52200179729e-56,150.7478,2,65,"2.2.M1.1",0.4582,FALSE
"MFS-337.filtered.vcf.gz",1,-4595.7160214122,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-338.filtered.vcf.gz",1,-4391.46495179414,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-339.filtered.vcf.gz",1,-4754.0101798401,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-33.filtered.vcf.gz",1,-4343.1481958475,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-340.filtered.vcf.gz",1,-4285.94223661195,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-341.filtered.vcf.gz",1,-4788.65035874998,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-342.filtered.vcf.gz",1,-4446.0099276809,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-343.filtered.vcf.gz",1,-4511.17793222417,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-344.filtered.vcf.gz",1,-4753.92358129388,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-345.filtered.vcf.gz",1,-4619.08622470038,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-346.filtered.vcf.gz",1,-5353.46845348636,0.000678600823045267,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-347.filtered.vcf.gz",1,-4342.34955255436,0.000465432098765432,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-348.filtered.vcf.gz",1,-4488.53412235399,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-349.filtered.vcf.gz",1,-4317.42212949707,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-34.filtered.vcf.gz",1,-4339.56915888326,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-350.filtered.vcf.gz",2,-3769.26042670026,1e-04,0,2.25429779652782e-23,53.313,1,157,"4.1.2.1",0.5899,FALSE
"MFS-350.filtered.vcf.gz",2,-3769.26042670026,1e-04,0,2.25429779652782e-23,53.313,2,159,"4.8",0.4101,FALSE
"MFS-351.filtered.vcf.gz",1,-3717.90110066391,1e-04,0,-1,Inf,1,157,"4.1.2.1",1,FALSE
"MFS-353.filtered.vcf.gz",2,-3971.99022348017,1e-04,0,2.25504980515242e-23,55.783,1,157,"4.1.2.1",0.5709,FALSE
"MFS-353.filtered.vcf.gz",2,-3971.99022348017,1e-04,0,2.25504980515242e-23,55.783,2,159,"4.8",0.4291,FALSE
"MFS-354.filtered.vcf.gz",1,-3387.21883725375,1e-04,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-355.filtered.vcf.gz",1,-4401.2942847892,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-356.filtered.vcf.gz",1,-4664.38805057037,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-357.filtered.vcf.gz",1,-4447.87836938647,0.000495884773662551,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-358.filtered.vcf.gz",1,-4524.88842161279,0.000495884773662551,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-359.filtered.vcf.gz",1,-4234.66781806595,0.000465432098765432,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-35.filtered.vcf.gz",1,-2761.52166240645,1e-04,0,-1,Inf,1,16,"4.2.2.2",1,FALSE
"MFS-360.filtered.vcf.gz",1,-4368.45402181585,0.000495884773662551,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-361.filtered.vcf.gz",1,-4433.03110944061,0.000495884773662551,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-362.filtered.vcf.gz",1,-4271.01872136391,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-363.filtered.vcf.gz",1,-4276.55878349013,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-364.filtered.vcf.gz",1,-4625.36732655194,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-365.filtered.vcf.gz",1,-4564.43127139235,0.00055679012345679,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-366.filtered.vcf.gz",1,-4388.83969613587,1e-04,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-367.filtered.vcf.gz",1,-4539.34455754815,0.00055679012345679,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-368.filtered.vcf.gz",1,-4331.22550572585,0.000465432098765432,0,-1,Inf,1,100,"2.2.M2.3",1,FALSE
"MFS-369.filtered.vcf.gz",1,-4837.60386516212,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-36.filtered.vcf.gz",1,-2422.89302630436,1e-04,0,-1,Inf,1,16,"4.2.2.2",1,FALSE
"MFS-370.filtered.vcf.gz",1,-4302.15244047291,0.000465432098765432,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-371.filtered.vcf.gz",1,-4404.5283928662,0.00055679012345679,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-372.filtered.vcf.gz",1,-3568.24121548495,1e-04,0,-1,Inf,1,141,"4.4.1.1",1,FALSE
"MFS-373.filtered.vcf.gz",1,-3304.83292116025,1e-04,0,-1,Inf,1,141,"4.4.1.1",1,FALSE
"MFS-374.filtered.vcf.gz",1,-4444.57065963376,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-375.filtered.vcf.gz",1,-4219.24591508107,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-377.filtered.vcf.gz",2,-5234.45226327088,1e-04,0,9.06584988193465e-50,31.3116,1,65,"2.2.M1.1",0.8924,FALSE
"MFS-377.filtered.vcf.gz",2,-5234.45226327088,1e-04,0,9.06584988193465e-50,31.3116,2,141,"4.4.1.1",0.1076,FALSE
"MFS-37.filtered.vcf.gz",1,-4332.94270874963,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-381.filtered.vcf.gz",1,-3652.5788423414,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-382.filtered.vcf.gz",1,-3265.6303949457,0.000465432098765432,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-383.filtered.vcf.gz",1,-4287.95119566214,0.000495884773662551,0,-1,Inf,1,115,"2.2.M1.4",1,FALSE
"MFS-385.filtered.vcf.gz",1,-3457.93766055658,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-387.filtered.vcf.gz",1,-3588.46784093796,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-388.filtered.vcf.gz",1,-4222.92885891779,0.000465432098765432,0,-1,Inf,1,114,"2.2.M2.2",1,FALSE
"MFS-389.filtered.vcf.gz",1,-4781.69866832046,1e-04,0,-1,Inf,1,114,"2.2.M2.2",1,FALSE
"MFS-38.filtered.vcf.gz",1,-4588.3836341584,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-390.filtered.vcf.gz",2,-3773.74409711357,1e-04,0,1.62756960538917e-45,10.335,1,74,"4.8.1",0.961,FALSE
"MFS-390.filtered.vcf.gz",2,-3773.74409711357,1e-04,0,1.62756960538917e-45,10.335,2,65,"2.2.M1.1",0.039,FALSE
"MFS-391.filtered.vcf.gz",1,-2902.21765762048,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-392.filtered.vcf.gz",1,-2868.5701120577,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-393.filtered.vcf.gz",1,-2929.87184969789,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-394.filtered.vcf.gz",1,-3281.64836750507,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-395.filtered.vcf.gz",1,-3167.86192860541,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-396.filtered.vcf.gz",1,-3325.06661235405,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-397.filtered.vcf.gz",1,-4417.50290118495,0.000495884773662551,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-398.filtered.vcf.gz",1,-4420.82124647128,1e-04,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-399.filtered.vcf.gz",1,-4760.38385982845,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-39.filtered.vcf.gz",2,-5118.135059627,1e-04,0,2.32406393038131e-62,38.4192,1,65,"2.2.M1.1",0.8956,FALSE
"MFS-39.filtered.vcf.gz",2,-5118.135059627,1e-04,0,2.32406393038131e-62,38.4192,2,9,"4.3.2.1",0.1044,FALSE
"MFS-3.filtered.vcf.gz",1,-4346.32772458043,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-400.filtered.vcf.gz",1,-4308.73329998946,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-401.filtered.vcf.gz",1,-4068.30260252447,0.000465432098765432,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-402.filtered.vcf.gz",1,-4156.37643196474,0.000465432098765432,0,-1,Inf,1,110,"2.2.M4.8",1,FALSE
"MFS-403.filtered.vcf.gz",1,-4184.90051802948,0.000526337448559671,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-404.filtered.vcf.gz",1,-4202.35802163994,0.000465432098765432,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-405.filtered.vcf.gz",1,-4900.46918602963,1e-04,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-406.filtered.vcf.gz",1,-4781.89381443923,1e-04,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-407.filtered.vcf.gz",1,-4305.40052446515,0.000465432098765432,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-408.filtered.vcf.gz",1,-4356.42024534272,0.000495884773662551,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-409.filtered.vcf.gz",1,-4801.70055494291,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-40.filtered.vcf.gz",1,-4588.56053787371,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-410.filtered.vcf.gz",1,-3359.89021898632,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-411.filtered.vcf.gz",1,-3467.82293025764,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-412.filtered.vcf.gz",1,-2993.97382292812,1e-04,0,-1,Inf,1,97,"4.3.4.2.1",1,FALSE
"MFS-413.filtered.vcf.gz",1,-3467.3066507153,1e-04,0,-1,Inf,1,97,"4.3.4.2.1",1,FALSE
"MFS-414.filtered.vcf.gz",1,-4839.3197828641,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-415.filtered.vcf.gz",1,-4786.27867009775,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-416.filtered.vcf.gz",1,-3226.69162171522,1e-04,0,-1,Inf,1,141,"4.4.1.1",1,FALSE
"MFS-417.filtered.vcf.gz",1,-2864.30022008776,1e-04,0,-1,Inf,1,141,"4.4.1.1",1,FALSE
"MFS-418.filtered.vcf.gz",1,-4797.69125271053,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-419.filtered.vcf.gz",1,-4660.97305988679,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-41.filtered.vcf.gz",1,-4230.82720536846,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-420.filtered.vcf.gz",1,-4524.45720517254,1e-04,0,-1,Inf,1,114,"2.2.M2.2",1,FALSE
"MFS-421.filtered.vcf.gz",1,-4379.30002790872,1e-04,0,-1,Inf,1,114,"2.2.M2.2",1,FALSE
"MFS-424.filtered.vcf.gz",1,-3560.29670563626,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-426.filtered.vcf.gz",1,-4941.72140843575,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-427.filtered.vcf.gz",1,-4564.28810950577,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-428.filtered.vcf.gz",1,-4253.02312039762,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-429.filtered.vcf.gz",1,-2857.07284223205,1e-04,0,-1,Inf,1,157,"4.1.2.1",1,FALSE
"MFS-42.filtered.vcf.gz",1,-4019.95233682303,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-430.filtered.vcf.gz",1,-4749.49482611977,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-431.filtered.vcf.gz",1,-4173.37138876821,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-432.filtered.vcf.gz",1,-2803.73444457016,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-433.filtered.vcf.gz",1,-3032.24977573767,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-434.filtered.vcf.gz",1,-4297.52108492447,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-435.filtered.vcf.gz",1,-4435.22303209159,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-436.filtered.vcf.gz",1,-4331.75057857887,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-437.filtered.vcf.gz",1,-4600.05675999755,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-438.filtered.vcf.gz",1,-4809.08741383688,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-439.filtered.vcf.gz",1,-2616.09057667759,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-43.filtered.vcf.gz",1,-2948.19108947762,1e-04,0,-1,Inf,1,157,"4.1.2.1",1,FALSE
"MFS-440.filtered.vcf.gz",1,-2937.72796538952,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-441.filtered.vcf.gz",1,-4701.14007687019,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-442.filtered.vcf.gz",1,-4448.86930976263,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-443.filtered.vcf.gz",1,-4414.42331582215,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-444.filtered.vcf.gz",1,-4158.9268183821,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-445.filtered.vcf.gz",1,-4486.78064140982,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-446.filtered.vcf.gz",1,-4457.14817104775,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-447.filtered.vcf.gz",1,-4607.41834442049,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-448.filtered.vcf.gz",1,-4349.91475539194,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-449.filtered.vcf.gz",1,-4814.43185990675,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-44.filtered.vcf.gz",1,-2717.65235115061,1e-04,0,-1,Inf,1,157,"4.1.2.1",1,FALSE
"MFS-450.filtered.vcf.gz",2,-4429.26526860949,1e-04,0,3.89436675863267e-10,9.755,1,40,"2.2.M4.4",0.8049,FALSE
"MFS-450.filtered.vcf.gz",2,-4429.26526860949,1e-04,0,3.89436675863267e-10,9.755,2,65,"2.2.M1.1",0.1951,FALSE
"MFS-452.filtered.vcf.gz",1,-4519.76978145517,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-454.filtered.vcf.gz",1,-4510.76085103523,1e-04,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-455.filtered.vcf.gz",1,-4735.34273476673,1e-04,0,-1,Inf,1,112,"2.2.M2.5",1,FALSE
"MFS-456.filtered.vcf.gz",2,-5406.65846685033,1e-04,0,6.57824134332376e-60,44.6898,1,65,"2.2.M1.1",0.8734,FALSE
"MFS-456.filtered.vcf.gz",2,-5406.65846685033,1e-04,0,6.57824134332376e-60,44.6898,2,26,"3.5.1",0.1266,FALSE
"MFS-457.filtered.vcf.gz",1,-4502.51566634859,1e-04,0,-1,Inf,1,26,"3.5.1",1,FALSE
"MFS-458.filtered.vcf.gz",1,-4665.37519540118,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-459.filtered.vcf.gz",1,-4465.65372733551,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-45.filtered.vcf.gz",1,-4290.13377830941,0.000465432098765432,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-460.filtered.vcf.gz",1,-3121.78292952131,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-461.filtered.vcf.gz",1,-3039.45502216601,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-462.filtered.vcf.gz",1,-4648.79154260372,1e-04,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-463.filtered.vcf.gz",1,-4424.40157889714,1e-04,0,-1,Inf,1,93,"2.2.M4.3",1,FALSE
"MFS-464.filtered.vcf.gz",1,-4349.59238339503,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-465.filtered.vcf.gz",1,-4453.3369677618,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-466.filtered.vcf.gz",1,-4501.22860126423,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-467.filtered.vcf.gz",1,-4375.76050405294,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-468.filtered.vcf.gz",1,-4342.18401915042,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-469.filtered.vcf.gz",1,-4335.11952097305,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-46.filtered.vcf.gz",1,-4242.27271093471,0.000465432098765432,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-470.filtered.vcf.gz",1,-2972.42514000816,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-471.filtered.vcf.gz",1,-4562.83880538229,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-472.filtered.vcf.gz",1,-4336.40678436602,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-473.filtered.vcf.gz",1,-2862.45416299318,1e-04,0,-1,Inf,1,122,"4.3.2",1,FALSE
"MFS-474.filtered.vcf.gz",1,-4410.27907007135,1e-04,0,-1,Inf,1,115,"2.2.M1.4",1,FALSE
"MFS-475.filtered.vcf.gz",1,-4587.73076230508,1e-04,0,-1,Inf,1,115,"2.2.M1.4",1,FALSE
"MFS-476.filtered.vcf.gz",1,-4420.62224965244,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-478.filtered.vcf.gz",1,-4414.77178086949,1e-04,0,-1,Inf,1,115,"2.2.M1.4",1,FALSE
"MFS-479.filtered.vcf.gz",1,-4863.19018143897,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-47.filtered.vcf.gz",1,-2994.37807123547,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-480.filtered.vcf.gz",1,-4495.67449967463,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-481.filtered.vcf.gz",1,-2831.41474611155,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-482.filtered.vcf.gz",1,-4615.47890298122,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-483.filtered.vcf.gz",2,-4438.36628111574,1e-04,0,1.33681510393071e-58,127.5416,1,156,"4.1.1.3",0.5095,FALSE
"MFS-483.filtered.vcf.gz",2,-4438.36628111574,1e-04,0,1.33681510393071e-58,127.5416,2,65,"2.2.M1.1",0.4905,FALSE
"MFS-484.filtered.vcf.gz",1,-4585.21408474914,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-485.filtered.vcf.gz",2,-4962.50851304892,1e-04,0,1.33671393443076e-58,25.4265,1,65,"2.2.M1.1",0.9263,FALSE
"MFS-485.filtered.vcf.gz",2,-4962.50851304892,1e-04,0,1.33671393443076e-58,25.4265,2,156,"4.1.1.3",0.0737,FALSE
"MFS-486.filtered.vcf.gz",2,-4988.45493552395,1e-04,0,1.5217221543795e-58,11.0745,1,65,"2.2.M1.1",0.9679,FALSE
"MFS-486.filtered.vcf.gz",2,-4988.45493552395,1e-04,0,1.5217221543795e-58,11.0745,2,156,"4.1.1.3",0.0321,FALSE
"MFS-487.filtered.vcf.gz",1,-2999.63961780182,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-488.filtered.vcf.gz",1,-2763.72297132736,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-489.filtered.vcf.gz",1,-4804.42839870865,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-48.filtered.vcf.gz",1,-3148.59001884759,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-49.filtered.vcf.gz",1,-4203.83712998268,0.000465432098765432,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-4.filtered.vcf.gz",1,-2489.84295010881,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-509.filtered.vcf.gz",1,-2093.95324542905,1e-04,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-50.filtered.vcf.gz",1,-4547.58411781886,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-510.filtered.vcf.gz",1,-1821.66190296783,1e-04,0,-1,Inf,1,159,"4.8",1,FALSE
"MFS-511.filtered.vcf.gz",1,-3646.46855468832,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-512.filtered.vcf.gz",1,-3662.57652361737,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-513.filtered.vcf.gz",1,-1998.86432730878,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-514.filtered.vcf.gz",1,-3891.97882727606,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-515.filtered.vcf.gz",1,-3543.43915495639,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-516.filtered.vcf.gz",1,-1769.22393605798,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-517.filtered.vcf.gz",1,-2037.33287678416,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-518.filtered.vcf.gz",1,-1839.81305251768,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-519.filtered.vcf.gz",1,-3335.00523353657,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-51.filtered.vcf.gz",1,-4231.85894638346,0.000465432098765432,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-520.filtered.vcf.gz",1,-2118.39411705776,1e-04,0,-1,Inf,1,10,"1.1.2",1,FALSE
"MFS-521.filtered.vcf.gz",1,-3613.75014683306,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-522.filtered.vcf.gz",1,-3485.63267955527,1e-04,0,-1,Inf,1,12,"4.3.3",1,FALSE
"MFS-523.filtered.vcf.gz",1,-1893.17050374708,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-524.filtered.vcf.gz",1,-2107.87464289152,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-525.filtered.vcf.gz",1,-1873.26560793969,1e-04,0,-1,Inf,1,57,"4.1.1.1",1,FALSE
"MFS-526.filtered.vcf.gz",1,-3766.67820339551,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-527.filtered.vcf.gz",1,-3547.17587940223,1e-04,0,-1,Inf,1,156,"4.1.1.3",1,FALSE
"MFS-528.filtered.vcf.gz",1,-3654.44771676848,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-529.filtered.vcf.gz",1,-3738.01070059871,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-52.filtered.vcf.gz",1,-4653.82666550875,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-530.filtered.vcf.gz",1,-1767.73763099341,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-531.filtered.vcf.gz",1,-3822.88059052866,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-532.filtered.vcf.gz",1,-3534.438960572,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-533.filtered.vcf.gz",1,-3216.37577670317,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-534.filtered.vcf.gz",1,-3528.16728877298,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-535.filtered.vcf.gz",1,-1804.82982303366,1e-04,0,-1,Inf,1,17,"4.9.1",1,FALSE
"MFS-536.filtered.vcf.gz",1,-1982.21168180831,1e-04,0,-1,Inf,1,17,"4.9.1",1,FALSE
"MFS-537.filtered.vcf.gz",1,-4137.95157866349,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-538.filtered.vcf.gz",1,-3712.05128119486,1e-04,0,-1,Inf,1,65,"2.2.M1.1",1,FALSE
"MFS-539.filtered.vcf.gz",1,-3404.19930728588,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-53.filtered.vcf.gz",1,-3346.07504378663,1e-04,0,-1,Inf,1,96,"3.1.1.1",1,FALSE
"MFS-540.filtered.vcf.gz",1,-3646.32222100012,1e-04,0,-1,Inf,1,40,"2.2.M4.4",1,FALSE
"MFS-541.filtered.vcf.gz",1,-1730.53643039797,1e-04,0,-1,Inf,1,30,"4.4.1.1.1",1,FALSE
"MFS-542.filtered.vcf.gz",1,-3325.88938748167,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-543.filtered.vcf.gz",1,-3364.79847097973,1e-04,0,-1,Inf,1,9,"4.3.2.1",1,FALSE
"MFS-544.filtered.vcf.gz",1,-1745.88896360719,1e-04,0,-1,Inf,1,157,"4.1.2.1",1,FALSE
"MFS-545.filtered.vcf.gz",1,-2051.68931462348,1e-04,0,-1,Inf,1,157,"4.1.2.1",1,FALSE
