Region,Start,End
NC_1170,1686258,1686270
NC_1171,1687889,1687940
NC_1172,1689231,1689302
NC_1173,1689921,1690133
NC_1174,1690347,1690406
NC_1175,1690806,1690849
NC_1176,1691879,1691889
NC_1177,1692712,1692923
NC_1178,1693824,1693995
NC_1179,1695145,1695280
NC_1180,1696444,1696726
NC_1181,1697860,1698094
NC_1182,1701094,1701294
NC_1183,1702594,1703073
NC_1184,1705790,1705806
NC_1185,1706596,1706629
NC_1186,1707527,1707528
NC_1187,1708540,1708870
NC_1188,1709636,1709643
NC_1189,1710604,1710732
NC_1190,1711003,1711027
NC_1191,1712069,1712301
NC_1192,1714054,1714171
NC_1193,1717613,1717652
NC_1194,1718697,1718725
NC_1195,1719971,1720016
NC_1196,1722061,1722082
NC_1197,1728410,1728952
NC_1198,1729451,1729501
NC_1199,1731257,1731372
NC_1200,1733040,1733115
NC_1201,1733551,1733609
NC_1202,1735412,1735975
NC_1203,1736213,1736518
NC_1204,1739645,1739855
NC_1205,1742193,1742243
NC_1206,1743772,1743777
NC_1207,1744372,1744425
NC_1208,1744837,1745063
NC_1209,1746090,1746093
NC_1210,1746898,1746918
NC_1211,1747147,1747194
NC_1212,1747627,1747693
NC_1213,1751249,1751296
NC_1214,1753334,1753509
NC_1215,1755432,1755444
NC_1216,1757311,1757680
NC_1217,1759433,1759434
NC_1218,1760930,1760996
NC_1219,1761606,1761743
NC_1220,1762938,1762946
NC_1221,1763394,1763427
NC_1222,1764718,1764754
NC_1223,1764974,1764978
NC_1224,1765384,1765399
NC_1225,1769433,1769435
NC_1226,1771602,1771639
NC_1227,1773830,1773927
NC_1228,1774621,1774859
NC_1229,1775145,1775391
NC_1230,1779049,1779193
NC_1231,1779299,1779313
NC_1232,1779725,1779929
NC_1233,1782065,1782071
NC_1234,1782585,1782757
NC_1235,1783229,1783308
NC_1236,1783893,1783905
NC_1237,1784302,1784496
NC_1238,1786529,1786583
NC_1239,1789164,1789167
NC_1240,1789837,1790283
NC_1241,1792236,1792399
NC_1242,1793741,1793996
NC_1243,1794708,1794755
NC_1244,1798246,1798293
NC_1245,1799053,1799072
NC_1246,1799484,1799582
NC_1247,1803285,1803293
NC_1248,1804032,1804038
NC_1249,1804852,1804852
NC_1250,1806001,1806180
NC_1251,1807264,1807297
NC_1252,1807763,1807902
NC_1253,1810151,1810239
NC_1254,1811059,1811126
NC_1255,1814578,1815252
NC_1256,1816082,1816188
NC_1257,1817608,1817614
NC_1258,1818518,1818574
NC_1259,1823274,1823359
NC_1260,1824401,1824429
NC_1261,1825888,1825997
NC_1262,1826586,1826613
NC_1263,1827946,1828179
NC_1264,1828798,1828864
NC_1265,1830562,1830664
NC_1266,1833380,1833541
NC_1267,1834988,1835012
NC_1268,1836237,1836386
NC_1269,1836831,1837074
NC_1270,1842243,1842450
NC_1271,1842892,1842897
NC_1272,1843693,1843740
NC_1273,1846660,1846715
NC_1274,1846974,1846988
NC_1275,1848459,1848516
NC_1276,1852036,1852272
NC_1277,1852879,1852927
NC_1278,1853123,1853183
NC_1279,1853574,1853605
NC_1280,1854389,1854398
NC_1281,1855455,1855763
NC_1282,1856697,1856773
NC_1283,1857725,1857730
NC_1284,1858538,1858732
NC_1285,1862254,1862346
NC_1286,1865383,1865575
NC_1287,1871355,1871362
NC_1288,1872560,1872638
NC_1289,1874052,1874159
NC_1290,1875222,1875303
NC_1291,1881685,1881703
NC_1292,1888021,1888025
NC_1293,1891080,1891225
NC_1294,1893563,1893576
NC_1295,1895343,1895724
NC_1296,1896088,1896119
NC_1297,1896468,1896474
NC_1298,1896868,1896875
NC_1299,1898208,1898299
NC_1300,1899233,1899259
NC_1301,1899917,1900240
NC_1302,1900976,1901046
NC_1303,1902297,1902396
NC_1304,1904421,1904428
NC_1305,1906243,1906402
NC_1306,1907321,1907593
NC_1307,1911400,1911400
NC_1308,1912082,1912152
NC_1309,1912921,1912978
NC_1310,1913591,1913601
NC_1311,1914877,1915526
NC_1312,1915911,1915948
NC_1313,1917933,1917939
NC_1314,1919670,1919682
NC_1315,1921447,1921541
NC_1316,1922724,1922744
NC_1317,1923690,1923828
NC_1318,1927138,1927210
NC_1319,1928576,1929130
NC_1320,1929722,1929785
NC_1321,1931457,1931496
NC_1322,1932655,1932693
NC_1323,1933879,1934481
NC_1324,1934650,1934881
NC_1325,1936343,1936359
NC_1326,1941680,1941852
NC_1327,1943574,1943575
NC_1328,1944757,1944808
NC_1329,1945628,1945640
NC_1330,1946421,1947029
NC_1331,1947644,1947860
NC_1332,1950590,1950631
NC_1333,1951752,1951851
NC_1334,1953238,1953269
NC_1335,1953840,1953863
NC_1336,1955570,1955691
NC_1337,1957246,1957676
NC_1338,1959234,1959242
NC_1339,1959792,1959854
NC_1340,1960488,1960773
NC_1341,1961017,1961290
NC_1342,1961789,1962227
NC_1343,1965371,1965656
NC_1344,1965942,1965954
NC_1345,1967638,1967704
NC_1346,1968166,1968172
NC_1347,1968911,1969003
NC_1348,1970705,1970988
NC_1349,1971992,1972137
NC_1350,1973569,1973629
NC_1351,1976228,1976599
NC_1352,1977886,1977968
NC_1353,1979568,1979620
NC_1354,1981004,1981129
NC_1355,1981580,1981613
NC_1356,1984776,1984978
NC_1357,1986671,1986853
NC_1358,1987697,1987744
NC_1359,1989007,1989041
NC_1360,1989567,1989832
NC_1361,1992578,1993152
NC_1362,1994662,1994670
NC_1363,1995843,1996151
NC_1364,1997414,1997417
NC_1365,1998516,1999141
NC_1366,1999358,1999736
NC_1367,2000007,2000073
NC_1368,2000434,2000613
NC_1369,2002471,2002625
NC_1370,2003871,2003877
NC_1371,2006448,2006635
NC_1372,2006948,2007019
NC_1373,2007767,2007831
NC_1374,2009991,2009994
NC_1375,2010556,2010655
NC_1376,2011961,2012080
NC_1377,2012531,2012685
NC_1378,2014480,2014698
NC_1379,2015263,2015301
NC_1380,2017477,2017739
NC_1381,2023433,2023446
NC_1382,2024629,2024827
NC_1383,2025032,2025300
NC_1384,2026399,2026476
NC_1385,2026777,2026789
NC_1386,2027972,2028424
NC_1387,2029478,2029903
NC_1388,2030204,2030346
NC_1389,2030644,2030693
NC_1390,2030979,2031065
NC_1391,2031969,2032239
NC_1392,2038533,2039158
NC_1393,2039351,2039452
NC_1394,2041421,2042000
NC_1395,2043273,2043383
NC_1396,2044776,2044922
NC_1397,2046843,2047022
NC_1398,2047350,2047686
NC_1399,2048035,2048071
NC_1400,2048372,2048397
NC_1401,2049598,2049920
NC_1402,2051151,2051281
NC_1403,2052689,2052932
NC_1404,2053290,2053442
NC_1405,2054148,2054156
NC_1406,2055360,2055680
NC_1407,2056113,2056520
NC_1408,2057424,2057527
NC_1409,2058194,2058255
NC_1410,2058961,2059594
NC_1411,2061059,2061177
NC_1412,2062675,2062808
NC_1413,2064729,2064798
NC_1414,2066443,2066456
NC_1415,2068884,2069079
NC_1416,2070626,2070653
NC_1417,2071020,2071035
NC_1418,2071915,2071951
NC_1419,2072357,2072595
NC_1420,2073825,2073942
NC_1421,2074438,2074840
NC_1422,2075519,2075570
NC_1423,2075829,2075876
NC_1424,2078703,2078928
NC_1425,2079790,2079829
NC_1426,2080697,2080700
NC_1427,2082588,2082602
NC_1428,2084637,2084755
NC_1429,2086982,2087256
NC_1430,2087913,2087970
NC_1431,2089519,2089680
NC_1432,2092086,2092258
NC_1433,2093699,2093730
NC_1434,2095189,2095217
NC_1435,2096169,2096182
NC_1436,2096600,2096876
NC_1437,2097300,2097347
NC_1438,2100330,2100339
NC_1439,2101015,2101021
NC_1440,2101649,2101650
NC_1441,2103043,2103183
NC_1442,2104108,2104145
NC_1443,2104824,2104984
NC_1444,2105771,2105772
NC_1445,2106568,2106573
NC_1446,2107684,2107735
NC_1447,2108714,2109164
NC_1448,2109471,2109543
NC_1449,2110585,2110590
NC_1450,2112967,2113139
NC_1451,2115477,2115763
NC_1452,2117249,2117346
NC_1453,2119447,2119459
NC_1454,2120696,2120794
NC_1455,2121431,2121494
NC_1456,2121885,2121906
NC_1457,2123152,2123173
NC_1458,2123612,2123683
NC_1459,2124371,2124380
NC_1460,2124825,2125339
NC_1461,2125820,2125903
NC_1462,2127968,2128021
NC_1463,2129375,2129376
NC_1464,2130514,2130540
NC_1465,2131858,2131906
NC_1466,2132330,2132369
NC_1467,2133204,2133230
NC_1468,2133693,2133730
NC_1469,2134262,2134272
NC_1470,2134873,2134889
NC_1471,2135868,2136257
NC_1472,2137401,2137518
NC_1473,2138080,2138443
NC_1474,2138618,2138660
NC_1475,2139018,2139075
NC_1476,2139688,2139740
NC_1477,2140149,2140164
NC_1478,2140477,2140485
NC_1479,2140705,2140738
NC_1480,2141870,2142520
NC_1481,2144447,2144450
NC_1482,2144883,2144939
NC_1483,2147634,2147661
NC_1484,2148955,2149005
NC_1485,2150275,2150363
NC_1486,2150769,2150953
NC_1487,2151386,2151432
NC_1488,2152396,2152424
NC_1489,2152896,2153234
NC_1490,2153883,2153888
NC_1491,2156112,2156148
NC_1492,2156593,2156705
NC_1493,2157300,2157381
NC_1494,2157988,2158086
NC_1495,2159092,2159190
NC_1496,2160329,2160462
NC_1497,2162763,2162931
NC_1498,2167312,2167648
NC_1499,2170613,2171060
NC_1500,2171526,2171622
NC_1501,2172487,2172523
NC_1502,2173796,2174066
NC_1503,2176514,2176549
NC_1504,2176931,2177086
NC_1505,2178950,2178956
NC_1506,2179437,2179672
NC_1507,2180447,2180449
NC_1508,2181218,2181261
NC_1509,2181907,2181917
NC_1510,2182443,2182459
NC_1511,2183240,2183371
NC_1512,2184958,2184958
NC_1513,2186189,2186202
NC_1514,2187160,2187383
NC_1515,2188494,2188495
NC_1516,2191016,2191026
NC_1517,2194435,2194643
NC_1518,2195935,2195988
NC_1519,2197354,2197507
NC_1520,2197961,2198023
NC_1521,2198426,2198713
NC_1522,2199065,2199074
NC_1523,2200487,2200725
NC_1524,2202097,2202137
NC_1525,2203633,2203680
NC_1526,2204707,2204865
NC_1527,2205274,2205276
NC_1528,2205550,2205581
NC_1529,2206803,2207699
NC_1530,2208498,2208506
NC_1531,2209323,2209326
NC_1532,2216571,2216591
NC_1533,2217647,2217658
NC_1534,2218037,2218051
NC_1535,2218718,2218843
NC_1536,2219252,2219753
NC_1537,2220801,2220907
NC_1538,2223165,2223342
NC_1539,2224030,2224219
NC_1540,2225189,2225412
NC_1541,2225833,2225840
NC_1542,2226102,2226243
NC_1543,2228562,2228990
NC_1544,2229903,2230010
NC_1545,2230611,2231025
NC_1546,2231455,2231679
NC_1547,2232220,2232738
NC_1548,2233638,2233880
NC_1549,2234217,2234304
NC_1550,2234892,2234990
NC_1551,2237576,2237627
NC_1552,2237985,2238140
NC_1553,2238909,2239003
NC_1554,2239958,2240158
NC_1555,2242877,2242944
NC_1556,2243722,2243815
NC_1557,2245139,2245208
NC_1558,2246823,2246831
NC_1559,2247585,2247659
NC_1560,2248443,2248562
NC_1561,2249421,2249477
NC_1562,2250975,2250995
NC_1563,2251884,2252001
NC_1564,2255986,2256083
NC_1565,2256429,2256616
NC_1566,2257943,2258029
NC_1567,2258672,2258853
NC_1568,2259286,2259325
NC_1569,2259821,2260664
NC_1570,2261689,2261815
NC_1571,2263073,2263425
NC_1572,2265039,2265279
NC_1573,2266406,2266420
NC_1574,2266721,2266804
NC_1575,2267111,2267118
NC_1576,2267725,2267748
NC_1577,2268109,2268267
NC_1578,2270241,2270749
NC_1579,2271749,2271862
NC_1580,2272748,2272786
NC_1581,2274509,2274568
NC_1582,2276425,2276440
NC_1583,2278487,2278497
NC_1584,2278933,2279128
NC_1585,2280125,2280239
NC_1586,2281083,2281293
NC_1587,2282741,2282746
NC_1588,2283722,2283722
NC_1589,2284797,2284798
NC_1590,2287847,2287883
NC_1591,2289242,2289281
NC_1592,2289600,2289684
NC_1593,2291221,2291268
NC_1594,2291926,2291961
NC_1595,2294527,2294530
NC_1596,2306987,2307292
NC_1597,2307518,2307820
NC_1598,2310756,2310912
NC_1599,2312518,2312521
NC_1600,2313050,2313124
NC_1601,2313839,2314086
NC_1602,2314660,2314660
NC_1603,2315062,2315173
NC_1604,2317086,2317168
NC_1605,2320754,2320830
NC_1606,2322543,2322551
NC_1607,2325871,2325885
NC_1608,2326810,2326943
NC_1609,2330147,2330213
NC_1610,2330964,2330992
NC_1611,2331407,2331415
NC_1612,2332880,2333036
NC_1613,2333289,2333322
NC_1614,2334595,2335058
NC_1615,2337870,2338064
NC_1616,2338506,2338708
NC_1617,2342945,2343026
NC_1618,2343917,2343993
NC_1619,2344225,2344410
NC_1620,2346181,2346196
NC_1621,2347325,2347372
NC_1622,2348555,2348557
NC_1623,2349293,2349333
NC_1624,2352055,2352102
NC_1625,2353030,2353045
NC_1626,2353298,2353364
NC_1627,2355311,2355318
NC_1628,2356678,2356728
NC_1629,2358207,2358388
NC_1630,2360042,2360239
NC_1631,2363282,2363390
NC_1632,2364521,2364526
NC_1633,2364782,2365464
NC_1634,2366727,2367358
NC_1635,2367656,2367710
NC_1636,2368443,2368982
NC_1637,2370793,2370904
NC_1638,2372570,2372629
NC_1639,2373824,2373833
NC_1640,2374458,2374460
NC_1641,2376291,2376570
NC_1642,2377141,2377147
NC_1643,2377442,2377469
NC_1644,2378313,2378385
NC_1645,2379223,2379244
NC_1646,2379728,2379805
NC_1647,2380661,2380662
NC_1648,2380945,2381070
NC_1649,2386068,2386292
NC_1650,2387172,2387201
NC_1651,2387973,2388615
NC_1652,2390289,2390307
NC_1653,2391190,2391214
NC_1654,2392460,2392516
NC_1655,2393321,2393410
NC_1656,2393642,2393850
NC_1657,2394640,2394649
NC_1658,2395238,2395300
NC_1659,2396839,2396901
NC_1660,2397316,2397329
NC_1661,2398407,2398719
NC_1662,2399794,2399797
NC_1663,2400329,2400375
NC_1664,2401723,2402192
NC_1665,2402723,2402976
NC_1666,2404036,2404164
NC_1667,2404522,2404615
NC_1668,2405399,2405665
NC_1669,2405957,2406117
NC_1670,2407617,2407621
NC_1671,2408375,2408384
NC_1672,2409525,2409696
NC_1673,2414923,2414933
NC_1674,2416395,2416395
NC_1675,2420609,2420630
NC_1676,2423138,2423239
NC_1677,2424839,2425047
NC_1678,2429426,2429426
NC_1679,2429859,2430158
NC_1680,2431421,2431564
NC_1681,2431970,2432234
NC_1682,2432856,2432950
NC_1683,2434537,2434846
NC_1684,2435906,2435908
NC_1685,2437887,2437940
NC_1686,2439141,2439281
NC_1687,2439948,2440331
NC_1688,2441721,2441810
NC_1689,2442318,2442326
NC_1690,2443215,2443301
NC_1691,2445330,2445414
NC_1692,2446947,2447065
NC_1693,2447501,2447604
NC_1694,2447995,2448159
NC_1695,2449963,2449992
NC_1696,2451151,2451246
NC_1697,2452021,2452114
NC_1698,2453273,2453818
NC_1699,2456744,2456900
NC_1700,2457513,2457552
NC_1701,2461328,2461503
NC_1702,2463048,2463232
NC_1703,2463653,2463659
NC_1704,2464752,2464996
NC_1705,2466956,2467052
NC_1706,2468028,2468230
NC_1707,2468924,2468930
NC_1708,2469288,2469386
NC_1709,2470464,2470621
NC_1710,2471333,2471410
NC_1711,2473243,2473399
NC_1712,2475971,2476041
NC_1713,2477182,2477189
NC_1714,2478327,2478337
NC_1715,2479886,2479922
NC_1716,2481702,2481964
NC_1717,2484532,2484583
NC_1718,2486209,2486234
NC_1719,2486988,2486993
NC_1720,2487417,2487614
NC_1721,2489052,2489368
NC_1722,2492354,2492401
NC_1723,2493743,2493836
NC_1724,2495400,2495460
NC_1725,2497024,2497741
NC_1726,2498588,2498831
NC_1727,2500374,2500930
NC_1728,2501633,2501643
NC_1729,2505700,2505735
NC_1730,2506162,2506206
NC_1731,2509376,2509488
NC_1732,2510257,2510350
NC_1733,2510588,2510714
NC_1734,2511653,2511689
NC_1735,2512281,2512538
NC_1736,2515245,2515303
NC_1737,2516549,2516786
NC_1738,2517696,2517770
NC_1739,2519366,2519395
NC_1740,2520713,2520742
NC_1741,2522165,2522359
NC_1742,2523176,2523240
NC_1743,2525355,2525401
NC_1744,2527919,2527983
NC_1745,2528488,2528519
NC_1746,2528976,2528979
NC_1747,2529175,2529340
NC_1748,2529875,2530003
NC_1749,2530823,2530835
NC_1750,2531898,2532244
NC_1751,2533966,2534041
NC_1752,2534465,2534469
NC_1753,2535553,2535640
NC_1754,2538351,2538699
NC_1755,2539930,2540103
NC_1756,2541391,2541643
NC_1757,2544277,2544288
NC_1758,2544622,2544697
NC_1759,2545226,2545331
NC_1760,2545632,2545736
NC_1761,2546432,2546487
NC_1762,2546806,2546838
NC_1763,2548940,2549123
NC_1764,2550030,2550064
NC_1765,2551327,2551559
NC_1766,2552940,2553172
NC_1767,2554832,2554937
NC_1768,2555877,2555940
NC_1769,2556136,2556144
NC_1770,2557441,2557472
NC_1771,2558811,2558876
NC_1772,2559570,2559702
NC_1773,2562458,2562598
NC_1774,2563115,2563173
NC_1775,2564254,2564291
NC_1776,2565033,2565326
NC_1777,2566551,2566771
NC_1778,2567411,2567503
NC_1779,2568407,2568437
NC_1780,2568891,2569081
NC_1781,2570054,2570058
NC_1782,2572003,2572075
NC_1783,2573009,2573014
NC_1784,2573708,2573812
NC_1785,2574056,2574095
NC_1786,2575226,2575808
NC_1787,2577099,2577107
NC_1788,2578697,2579227
NC_1789,2579420,2579503
NC_1790,2579936,2580027
NC_1791,2580211,2580418
NC_1792,2581136,2581842
NC_1793,2582299,2583044
NC_1794,2583333,2583434
NC_1795,2583780,2583883
NC_1796,2584409,2584485
NC_1797,2584756,2585051
NC_1798,2585907,2585916
NC_1799,2588805,2588837
NC_1800,2591841,2591847
NC_1801,2596270,2596333
NC_1802,2596781,2597008
NC_1803,2599948,2599987
NC_1804,2600480,2600730
NC_1805,2601880,2601913
NC_1806,2603462,2603694
NC_1807,2604223,2604296
NC_1808,2604684,2604739
NC_1809,2605079,2605107
NC_1810,2608322,2608795
NC_1811,2609729,2609731
NC_1812,2610422,2610836
NC_1813,2611806,2611868
NC_1814,2612988,2613106
NC_1815,2614064,2614692
NC_1816,2617582,2617666
NC_1817,2618909,2619596
NC_1818,2620017,2620271
NC_1819,2620530,2620532
NC_1820,2622453,2622456
NC_1821,2623753,2623820
NC_1822,2625804,2625887
NC_1823,2626173,2626222
NC_1824,2626520,2626653
NC_1825,2626981,2627171
NC_1826,2628699,2628780
NC_1827,2630320,2630536
NC_1828,2632076,2632922
NC_1829,2634099,2634527
NC_1830,2635593,2635627
NC_1831,2636890,2637687
NC_1832,2639536,2639672
NC_1833,2641065,2641245
NC_1834,2642043,2642149
NC_1835,2644259,2644319
NC_1836,2646674,2646746
NC_1837,2648913,2648915
NC_1838,2651559,2651752
NC_1839,2651939,2652036
NC_1840,2652826,2652838
NC_1841,2653988,2654061
NC_1842,2655094,2655264
NC_1843,2655583,2655608
NC_1844,2656116,2656214
NC_1845,2667116,2667254
NC_1846,2675838,2675935
NC_1847,2677634,2677728
NC_1848,2678650,2678652
NC_1849,2680006,2680764
NC_1850,2683143,2683247
NC_1851,2684267,2684678
NC_1852,2687974,2688009
NC_1853,2689942,2690071
NC_1854,2692076,2692223
NC_1855,2692440,2692550
NC_1856,2692716,2692798
NC_1857,2693885,2693908
NC_1858,2694965,2694980
NC_1859,2697715,2697727
NC_1860,2698246,2698528
NC_1861,2700458,2700534
NC_1862,2703249,2703268
NC_1863,2703839,2704008
NC_1864,2704438,2704696
NC_1865,2705519,2706016
NC_1866,2709966,2710074
NC_1867,2710336,2710350
NC_1868,2711302,2711331
NC_1869,2712877,2712890
NC_1870,2713785,2714123
NC_1871,2715333,2715471
NC_1872,2716315,2716394
NC_1873,2718809,2719082
NC_1874,2719356,2719596
NC_1875,2720644,2720775
NC_1876,2721778,2721865
NC_1877,2724184,2724229
NC_1878,2725478,2725570
NC_1879,2726088,2726192
NC_1880,2726781,2726805
NC_1881,2727921,2727966
NC_1882,2728267,2728436
NC_1883,2732750,2733229
NC_1884,2734145,2734375
NC_1885,2736988,2737116
NC_1886,2739687,2739771
NC_1887,2740033,2740046
NC_1888,2740362,2740708
NC_1889,2744985,2745313
NC_1890,2745725,2745766
NC_1891,2750226,2750312
NC_1892,2751573,2751661
NC_1893,2752181,2752261
NC_1894,2752661,2752847
NC_1895,2752995,2753017
NC_1896,2753624,2753624
NC_1897,2756705,2756935
NC_1898,2758193,2758207
NC_1899,2759489,2759778
NC_1900,2760688,2760853
NC_1901,2762381,2762530
NC_1902,2763775,2763890
NC_1903,2765292,2765654
NC_1904,2766840,2766858
NC_1905,2767666,2767670
NC_1906,2768160,2768260
NC_1907,2768885,2768985
NC_1908,2771572,2771643
NC_1909,2772332,2772366
NC_1910,2773036,2773177
NC_1911,2775205,2775271
NC_1912,2775566,2775567
NC_1913,2776285,2776315
NC_1914,2776970,2776974
NC_1915,2782263,2782365
NC_1916,2784043,2784122
NC_1917,2784609,2784656
NC_1918,2785919,2786574
NC_1919,2786899,2786913
NC_1920,2792495,2792722
NC_1921,2793989,2794349
NC_1922,2795121,2795300
NC_1923,2797386,2797466
NC_1924,2801146,2801253
NC_1925,2806237,2806664
NC_1926,2808031,2808082
NC_1927,2808305,2808309
NC_1928,2808736,2808757
NC_1929,2810983,2810992
NC_1930,2812097,2812354
NC_1931,2814912,2814915
NC_1932,2816881,2816884
NC_1933,2819871,2819952
NC_1934,2821597,2821711
NC_1935,2822360,2822437
NC_1936,2824594,2824677
NC_1937,2825485,2825487
NC_1938,2827090,2827156
NC_1939,2827805,2828555
NC_1940,2829804,2830160
NC_1941,2830584,2830876
NC_1942,2831339,2831343
NC_1943,2832592,2832709
NC_1944,2833762,2834108
NC_1945,2835336,2835784
NC_1946,2837264,2837387
NC_1947,2837616,2837683
NC_1948,2839931,2840122
NC_1949,2849333,2849851
NC_1950,2850575,2851090
NC_1951,2851717,2851750
NC_1952,2852672,2852874
NC_1953,2854908,2854937
NC_1954,2857782,2857852
NC_1955,2858725,2858726
NC_1956,2859291,2859299
NC_1957,2860419,2860451
NC_1958,2861145,2861147
NC_1959,2863204,2863206
NC_1960,2864413,2864426
NC_1961,2864835,2865129
NC_1962,2866342,2866467
NC_1963,2868062,2868153
NC_1964,2868568,2868605
NC_1965,2869238,2869252
NC_1966,2869628,2869726
NC_1967,2870365,2870774
NC_1968,2871195,2871205
NC_1969,2876486,2876575
NC_1970,2876966,2877071
NC_1971,2877747,2877830
NC_1972,2878542,2878570
NC_1973,2879930,2880074
NC_1974,2881053,2881408
NC_1975,2881703,2881757
NC_1976,2882148,2882289
NC_1977,2883340,2883341
NC_1978,2884335,2884610
NC_1979,2886363,2886372
NC_1980,2894409,2894511
NC_1981,2895961,2896012
NC_1982,2897804,2898042
NC_1983,2898784,2898805
NC_1984,2899310,2899338
NC_1985,2900221,2900225
NC_1986,2900691,2900917
NC_1987,2902508,2902508
NC_1988,2903532,2903638
NC_1989,2904542,2904820
NC_1990,2906764,2906813
NC_1991,2907741,2907825
NC_1992,2910199,2910228
NC_1993,2910901,2911003
NC_1994,2912678,2912682
NC_1995,2914012,2914014
NC_1996,2915737,2915845
NC_1997,2916194,2916359
NC_1998,2917710,2917870
NC_1999,2921378,2921550
NC_2000,2923183,2923198
NC_2001,2925384,2925491
NC_2002,2926139,2926354
NC_2003,2926976,2926985
NC_2004,2927909,2927989
NC_2005,2929960,2930069
NC_2006,2930785,2930804
NC_2007,2931561,2931692
NC_2008,2932290,2932296
NC_2009,2933143,2933170
NC_2010,2934071,2934197
NC_2011,2934873,2935045
NC_2012,2936789,2936809
NC_2013,2939002,2939011
NC_2014,2943268,2943375
NC_2015,2944986,2945329
NC_2016,2945831,2945846
NC_2017,2946288,2946433
NC_2018,2947450,2947461
NC_2019,2948559,2948635
NC_2020,2949458,2949592
NC_2021,2950487,2950488
NC_2022,2951308,2951321
NC_2023,2952504,2952561
NC_2024,2952994,2953506
NC_2025,2954749,2955057
NC_2026,2955421,2955766
NC_2027,2956892,2956892
NC_2028,2957433,2957571
NC_2029,2958871,2958908
NC_2030,2959191,2959334
NC_2031,2959821,2960104
NC_2032,2962442,2962469
NC_2033,2963391,2963585
NC_2034,2964243,2964404
NC_2035,2964852,2965025
NC_2036,2965359,2965477
NC_2037,2965838,2965938
NC_2038,2966398,2966532
NC_2039,2968407,2968532
NC_2040,2968851,2970122
NC_2041,2971550,2971658
NC_2042,2972028,2972159
NC_2043,2973422,2973794
NC_2044,2975235,2975241
NC_2045,2975776,2975927
NC_2046,2976555,2976585
NC_2047,2976910,2976988
NC_2048,2978659,2978659
NC_2049,2979310,2979325
NC_2050,2979689,2979690
NC_2051,2980819,2980962
NC_2052,2981755,2981852
NC_2053,2982087,2982096
NC_2054,2982352,2982698
NC_2055,2982981,2983070
NC_2056,2983875,2983895
NC_2057,2984655,2984732
NC_2058,2985255,2985282
NC_2059,2987616,2987681
NC_2060,2989269,2989290
NC_2061,2990593,2990705
NC_2062,2991117,2991183
NC_2063,2992629,2992633
NC_2064,2995063,2995114
NC_2065,2995946,2996104
NC_2066,2996738,2996738
NC_2067,2999969,3000111
NC_2068,3000610,3000613
NC_2069,3001904,3001982
NC_2070,3003270,3003279
NC_2071,3005651,3005844
NC_2072,3007063,3007235
NC_2073,3009210,3009343
NC_2074,3010687,3010696
NC_2075,3011369,3011398
NC_2076,3011768,3011915
NC_2077,3012624,3012828
NC_2078,3013609,3013682
NC_2079,3014148,3014172
NC_2080,3014659,3014662
NC_2081,3014966,3015202
NC_2082,3015854,3015862
NC_2083,3016736,3016857
NC_2084,3017656,3017834
NC_2085,3019422,3019457
NC_2086,3020458,3020572
NC_2087,3021797,3021838
NC_2088,3022286,3022460
NC_2089,3023433,3023564
NC_2090,3024258,3024269
NC_2091,3025329,3025440
NC_2092,3026848,3027064
NC_2093,3028040,3028097
NC_2094,3029124,3029171
NC_2095,3029859,3029866
NC_2096,3030362,3030412
NC_2097,3030878,3031039
NC_2098,3031538,3031787
NC_2099,3032499,3032519
NC_2100,3034620,3034634
NC_2101,3034884,3034908
NC_2102,3036103,3036130
NC_2103,3037292,3037426
NC_2104,3038915,3038930
NC_2105,3039801,3039824
NC_2106,3041462,3041569
NC_2107,3042476,3042541
NC_2108,3043019,3043025
NC_2109,3046525,3046820
NC_2110,3048553,3048561
NC_2111,3051425,3051618
NC_2112,3051793,3051805
NC_2113,3052013,3052022
NC_2114,3053190,3053232
NC_2115,3053683,3053913
NC_2116,3055492,3055514
NC_2117,3056349,3056419
NC_2118,3057233,3057250
NC_2119,3058064,3058192
NC_2120,3058532,3058601
NC_2121,3059232,3059261
NC_2122,3059787,3059854
NC_2123,3063635,3063637
NC_2124,3066192,3066221
NC_2125,3067125,3067192
NC_2126,3067946,3068188
NC_2127,3070084,3070169
NC_2128,3070850,3070874
NC_2129,3071537,3071545
NC_2130,3073057,3073129
NC_2131,3073610,3073679
NC_2132,3074472,3074635
NC_2133,3075374,3075587
NC_2134,3076721,3076893
NC_2135,3078079,3078157
NC_2136,3078986,3079308
NC_2137,3080458,3080580
NC_2138,3081034,3081118
NC_2139,3081593,3081603
NC_2140,3082342,3082351
NC_2141,3082757,3082908
NC_2142,3083371,3083373
NC_2143,3084304,3084484
NC_2144,3085556,3085712
NC_2145,3086184,3086214
NC_2146,3086755,3086819
NC_2147,3087936,3087949
NC_2148,3088985,3089044
NC_2149,3092598,3092950
NC_2150,3093467,3093478
NC_2151,3093749,3093904
NC_2152,3094901,3095110
NC_2153,3096875,3096958
NC_2154,3097646,3097705
NC_2155,3098939,3098963
NC_2156,3100170,3100201
NC_2157,3102163,3102363
NC_2158,3104912,3105055
NC_2159,3107308,3107310
NC_2160,3107638,3107767
NC_2161,3108398,3108415
NC_2162,3110066,3110166
NC_2163,3110738,3110779
NC_2164,3112290,3112464
NC_2165,3113460,3113657
NC_2166,3114813,3115045
NC_2167,3115304,3115407
NC_2168,3115720,3115740
