SampleID	ONT_FQ_PATH	Illumina_PE_FQs_PATH	Dataset_Tag
R30215	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R30215/ONT_LR/ERR9030506.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R30215/Illumina_SR/ERR5987345_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R30215/Illumina_SR/ERR5987345_2.fastq.gz	Hall2022
R21893	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R21893/ONT_LR/ERR9030424.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R21893/Illumina_SR/R21893.MergedRuns.ERR6362661.ERR6362780_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R21893/Illumina_SR/R21893.MergedRuns.ERR6362661.ERR6362780_2.fastq.gz	Hall2022
R27725	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R27725/ONT_LR/ERR9030509.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R27725/Illumina_SR/ERR9030459_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R27725/Illumina_SR/ERR9030459_2.fastq.gz	Hall2022
R21408	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R21408/ONT_LR/ERR9030440.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R21408/Illumina_SR/ERR5987267_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R21408/Illumina_SR/ERR5987267_2.fastq.gz	Hall2022
R28012	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28012/ONT_LR/ERR9030498.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28012/Illumina_SR/ERR9030482_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28012/Illumina_SR/ERR9030482_2.fastq.gz	Hall2022
R28703	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28703/ONT_LR/ERR9030343.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28703/Illumina_SR/R28703.MergedRuns.ERR5987386.ERR5987444_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28703/Illumina_SR/R28703.MergedRuns.ERR5987386.ERR5987444_2.fastq.gz	Hall2022
R21770	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R21770/ONT_LR/ERR9030350.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R21770/Illumina_SR/R21770.MergedRuns.ERR6052025.ERR6052096_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R21770/Illumina_SR/R21770.MergedRuns.ERR6052025.ERR6052096_2.fastq.gz	Hall2022
R20260	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R20260/ONT_LR/ERR9030283.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R20260/Illumina_SR/ERR9030270_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R20260/Illumina_SR/ERR9030270_2.fastq.gz	Hall2022
R25048	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R25048/ONT_LR/ERR9030431.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R25048/Illumina_SR/ERR9030407_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R25048/Illumina_SR/ERR9030407_2.fastq.gz	Hall2022
R23146	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R23146/ONT_LR/ERR9030462.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R23146/Illumina_SR/ERR9030461_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R23146/Illumina_SR/ERR9030461_2.fastq.gz	Hall2022
R32929	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R32929/ONT_LR/ERR9030253.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R32929/Illumina_SR/ERR9030331_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R32929/Illumina_SR/ERR9030331_2.fastq.gz	Hall2022
R23571	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R23571/ONT_LR/ERR9030465.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R23571/Illumina_SR/R23571.MergedRuns.ERR6362166.ERR6362167_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R23571/Illumina_SR/R23571.MergedRuns.ERR6362166.ERR6362167_2.fastq.gz	Hall2022
R20574	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R20574/ONT_LR/ERR9030530.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R20574/Illumina_SR/ERR5987402_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R20574/Illumina_SR/ERR5987402_2.fastq.gz	Hall2022
R28980	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28980/ONT_LR/ERR9030277.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28980/Illumina_SR/R28980.MergedRuns.ERR6361974.ERR6362131_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28980/Illumina_SR/R28980.MergedRuns.ERR6361974.ERR6362131_2.fastq.gz	Hall2022
R24120	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R24120/ONT_LR/ERR9030248.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R24120/Illumina_SR/ERR5987430_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R24120/Illumina_SR/ERR5987430_2.fastq.gz	Hall2022
R28581	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28581/ONT_LR/ERR9030321.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28581/Illumina_SR/ERR5987281_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R28581/Illumina_SR/ERR5987281_2.fastq.gz	Hall2022
R15311	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R15311/ONT_LR/ERR9030471.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R15311/Illumina_SR/ERR9030447_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R15311/Illumina_SR/ERR9030447_2.fastq.gz	Hall2022
R22601	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R22601/ONT_LR/ERR9030280.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R22601/Illumina_SR/ERR9030306_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R22601/Illumina_SR/ERR9030306_2.fastq.gz	Hall2022
R26778	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R26778/ONT_LR/ERR9030415.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R26778/Illumina_SR/ERR9030524_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/R26778/Illumina_SR/ERR9030524_2.fastq.gz	Hall2022
18_0621851	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/18_0621851/ONT_LR/ERR9030323.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/18_0621851/Illumina_SR/ERR4816407_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220309_Hall2022_LRandSR/18_0621851/Illumina_SR/ERR4816407_2.fastq.gz	Hall2022
9050-05	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/9050-05/ONT_LR/SRR14196816_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/9050-05/Illumina_SR/SRR14196817_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/9050-05/Illumina_SR/SRR14196817_2.fastq.gz	Peker2021
8644-04	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/8644-04/ONT_LR/SRR14196818_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/8644-04/Illumina_SR/SRR14196829_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/8644-04/Illumina_SR/SRR14196829_2.fastq.gz	Peker2021
QC-10	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-10/ONT_LR/SRR14196819_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-10/Illumina_SR/SRR14196820_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-10/Illumina_SR/SRR14196820_2.fastq.gz	Peker2021
QC-9	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-9/ONT_LR/SRR14196821_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-9/Illumina_SR/SRR14196822_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-9/Illumina_SR/SRR14196822_2.fastq.gz	Peker2021
QC-8	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-8/ONT_LR/SRR14196823_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-8/Illumina_SR/SRR14196824_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-8/Illumina_SR/SRR14196824_2.fastq.gz	Peker2021
QC-7	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-7/ONT_LR/SRR14196825_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-7/Illumina_SR/SRR14196826_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-7/Illumina_SR/SRR14196826_2.fastq.gz	Peker2021
QC-6	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-6/ONT_LR/SRR14196827_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-6/Illumina_SR/SRR14196828_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-6/Illumina_SR/SRR14196828_2.fastq.gz	Peker2021
QC-5	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-5/ONT_LR/SRR14196830_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-5/Illumina_SR/SRR14196831_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-5/Illumina_SR/SRR14196831_2.fastq.gz	Peker2021
QC-4	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-4/ONT_LR/SRR14196832_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-4/Illumina_SR/SRR14196833_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-4/Illumina_SR/SRR14196833_2.fastq.gz	Peker2021
QC-3	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-3/ONT_LR/SRR14196834_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-3/Illumina_SR/SRR14196835_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-3/Illumina_SR/SRR14196835_2.fastq.gz	Peker2021
QC-1	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-1/ONT_LR/SRR14196838_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-1/Illumina_SR/SRR14196839_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/QC-1/Illumina_SR/SRR14196839_2.fastq.gz	Peker2021
8129-04	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/8129-04/ONT_LR/SRR14196840_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/8129-04/Illumina_SR/SRR14196851_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/8129-04/Illumina_SR/SRR14196851_2.fastq.gz	Peker2021
706-05	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/706-05/ONT_LR/SRR14196841_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/706-05/Illumina_SR/SRR14196842_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/706-05/Illumina_SR/SRR14196842_2.fastq.gz	Peker2021
702-06	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/702-06/ONT_LR/SRR14196843_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/702-06/Illumina_SR/SRR14196844_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/702-06/Illumina_SR/SRR14196844_2.fastq.gz	Peker2021
696-05	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/696-05/ONT_LR/SRR14196845_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/696-05/Illumina_SR/SRR14196846_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/696-05/Illumina_SR/SRR14196846_2.fastq.gz	Peker2021
4549-04	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/4549-04/ONT_LR/SRR14196852_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/4549-04/Illumina_SR/SRR14196853_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/4549-04/Illumina_SR/SRR14196853_2.fastq.gz	Peker2021
3003-06	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/3003-06/ONT_LR/SRR14196858_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/3003-06/Illumina_SR/SRR14196859_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/3003-06/Illumina_SR/SRR14196859_2.fastq.gz	Peker2021
8651-04	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/8651-04/ONT_LR/SRR14196860_1.fastq.gz	/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/8651-04/Illumina_SR/SRR14196861_1.fastq.gz;/n/data1/hms/dbmi/farhat/mm774/DownloadedData/220110_Peker2021_ONT/8651-04/Illumina_SR/SRR14196861_2.fastq.gz	Peker2021
