Original_ID	PacBio_FQ_PATH	Dataset_Tag	PacBio_ID	Illumina_ID	Kraken_Unclassified_Percent	F2	Coll2014	#sample	PacBio_fastlin_mixture	PacBio_fastlin_output	PacBio_fastlin	Illumina_FQ_PATH
S0282-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2024--bc2024.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-323	MFS-323	0.46	0.0119422572178477	2.2.1.1	m64142_221216_110244.bc2024--bc2024.hifi_reads	no	2.2.1.1 (77)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-323
S0013-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2025--bc2025.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-215	MFS-5	0.58	0.0119661084134377	3.1.1	m64142_221216_110244.bc2025--bc2025.hifi_reads	no	3.1.1 (60)	3.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-5
S0106-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2026--bc2026.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-224	MFS-57	0.36	0.0176027751125544	4.1.1.3	m64142_221216_110244.bc2026--bc2026.hifi_reads	yes	2.2.1.1 (66), 4.1.1.3 (16)	2.2.1.1,4.1.1.3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-57
S0185-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2027--bc2027.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-233	MFS-103	0.81	0.0075043008839057	4.1.1.1	m64142_221216_110244.bc2027--bc2027.hifi_reads	no	4.8 (187)	4.8	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-103
S0305-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2028--bc2028.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-314	MFS-314	0.92	0.0113997383666604	4.3.2.1	m64142_221216_110244.bc2028--bc2028.hifi_reads	no	4.3.2.1 (186)	4.3.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-314
S0049-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2032--bc2032.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-203	MFS-28	0.39	0.00866978863435	4.1.1.1	m64142_221216_110244.bc2032--bc2032.hifi_reads	no	4.1.1.1 (127)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-28
S0289-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2033--bc2033.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-329	MFS-329	0.37	0.010462129596759	4.1.1.1	m64142_221216_110244.bc2033--bc2033.hifi_reads	no	4.1.1.1 (95)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-329
S0166-07	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2034--bc2034.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-199	MFS-199	0.74	0.013075456278943	2.2.1	m64142_221216_110244.bc2034--bc2034.hifi_reads	no	2.2.1 (248)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-199
S0031-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2036--bc2036.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-217	MFS-16	0.4	0.0100092487925187	2.2.1	m64142_221216_110244.bc2036--bc2036.hifi_reads	no	2.2.1 (129)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-16
S0045-07	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2073--bc2073.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-196	MFS-26	0.52	0.0105383467968462	4.3.2.1	m64142_221216_110244.bc2073--bc2073.hifi_reads	no	4.3.2.1 (162)	4.3.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-26
S0049-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2074--bc2074.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-204	MFS-29	0.64	0.0087818192606657	4.1.1.1	m64142_221216_110244.bc2074--bc2074.hifi_reads	no	4.1.1.1 (132)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-29
S0055-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2075--bc2075.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-205	MFS-33	0.46	0.0101261402819606	2.2.1.1	m64142_221216_110244.bc2075--bc2075.hifi_reads	no	2.2.1.1 (122)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-33
S0055-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2076--bc2076.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-206	MFS-34	0.42	0.0118104495747266	2.2.1.1	m64142_221216_110244.bc2076--bc2076.hifi_reads	no	2.2.1.1 (132)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-34
S0004-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2081--bc2081.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-218	MFS-1	0.37	0.0112118320610687	2.2.1.1	m64142_221216_110244.bc2081--bc2081.hifi_reads	no	2.2.1.1 (243)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-1
S0018-06	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2083--bc2083.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-220	MFS-8	0.73	0.0105023146548745	2.2.1.1	m64142_221216_110244.bc2083--bc2083.hifi_reads	no	2.2.1 (132)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-8
S0013-09	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2085--bc2085.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-222	MFS-6	0.38	0.0087865741147526	4.3.2.1	m64142_221216_110244.bc2085--bc2085.hifi_reads	no	4.3.2.1 (161)	4.3.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-6
S0227-07	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2087--bc2087.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-241	MFS-136	0.69	0.0079644112793284	4.1.1.1	m64142_221216_110244.bc2087--bc2087.hifi_reads	no	4.1.1.1 (124)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-136
S0245-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2089--bc2089.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-243	MFS-156	0.64	0.0105331388753848	2.2.1.1	m64142_221216_110244.bc2089--bc2089.hifi_reads	no	2.2.1.1 (87)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-156
S0247-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set3_230124/m64142_221216_110244.bc2091--bc2091.hifi_reads.fastq.gz	TRUST_PB_Set3	MFS-245	MFS-160	0.63	0.0105351666831536	4.3.2.1	m64142_221216_110244.bc2091--bc2091.hifi_reads	no	4.3.2.1 (88)	4.3.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-160
S0246-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2004--bc2004.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-257	MFS-159	0.94	0.0116693507933574	2.2.1.1	m64142_221219_140554.bc2004--bc2004.hifi_reads	no	2.2.1.1 (161)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-159
S0299-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2005--bc2005.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-259	MFS-259	0.77	0.0112031877111425	2.2.1	m64142_221219_140554.bc2005--bc2005.hifi_reads	no	2.2.1 (179)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-259
S0290-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2006--bc2006.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-264	MFS-264	0.66	0.0130141023896975	2.2.1.1	m64142_221219_140554.bc2006--bc2006.hifi_reads	no	2.2.1.1 (169)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-264
S0290-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2007--bc2007.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-266	MFS-266	0.65	0.0124282982791587	2.2.1.1	m64142_221219_140554.bc2007--bc2007.hifi_reads	no	2.2.1.1 (169)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-266
S0289-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2008--bc2008.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-307	MFS-307	0.55	0.0095835939594316	4.1.1.1	m64142_221219_140554.bc2008--bc2008.hifi_reads	no	4.1.1.1 (122)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-307
S0292-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2011--bc2011.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-310	MFS-310	0.62	0.0102615694164989	4.8	m64142_221219_140554.bc2011--bc2011.hifi_reads	no	4.8 (199)	4.8	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-310
S0299-09	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2012--bc2012.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-312	MFS-312	1.04	0.0117822838847385	2.2.1	m64142_221219_140554.bc2012--bc2012.hifi_reads	no	2.2.1 (184)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-312
S0311-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2015--bc2015.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-317	MFS-317	0.69	0.3696847753185781	2.2.1.1,4.3.2.1	m64142_221219_140554.bc2015--bc2015.hifi_reads	yes	2.2.1.1 (94), 4.3.2.1 (48)	2.2.1.1,4.3.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-317
S0285-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2016--bc2016.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-327	MFS-327	0.42	0.0105267172661047	4.3.2.1	m64142_221219_140554.bc2016--bc2016.hifi_reads	no	4.3.2.1 (111)	4.3.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-327
S0192-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2019--bc2019.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-194	MFS-194	1.01	0.0100891768474908	4.1.1.1	m64142_221219_140554.bc2019--bc2019.hifi_reads	no	4.1.1.1 (78)	4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-194
S0242-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2021--bc2021.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-197	MFS-150	0.65	0.0058258613627053	4.4.1.1	m64142_221219_140554.bc2021--bc2021.hifi_reads	no	4.4.1.1.1 (117)	4.4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-150
S0310-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2029--bc2029.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-315	MFS-315	0.71	0.012943998172612	2.2.1.1	m64142_221219_140554.bc2029--bc2029.hifi_reads	no	2.2.1.1 (119)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-315
S0317-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2030--bc2030.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-319	MFS-319	0.5	0.011742931903759	2.2.1.1	m64142_221219_140554.bc2030--bc2030.hifi_reads	no	2.2.1.1 (151)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-319
S0321-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2031--bc2031.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-320	MFS-320	0.51	0.0123662017515407	2.2.1.1	m64142_221219_140554.bc2031--bc2031.hifi_reads	no	2.2.1.1 (122)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-320
S0070-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2035--bc2035.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-211	MFS-41	0.49	0.0120936532507739	2.2.1	m64142_221219_140554.bc2035--bc2035.hifi_reads	no	2.2.1 (134)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-41
S0100-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2071--bc2071.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-223	MFS-55	0.42	0.0110568383658969	2.2.1	m64142_221219_140554.bc2071--bc2071.hifi_reads	no	2.2.1 (128)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-55
S0130-07	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2072--bc2072.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-225	MFS-63	0.47	0.0126618567537866	2.2.1.1	m64142_221219_140554.bc2072--bc2072.hifi_reads	no	2.2.1.1 (126)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-63
S0064-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2077--bc2077.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-208	MFS-38	0.49	0.0113779542590966	2.2.1	m64142_221219_140554.bc2077--bc2077.hifi_reads	no	2.2.1 (105)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-38
S0066-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2078--bc2078.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-209	MFS-39	0.76	0.1109253569492138	2.2.1.1	m64142_221219_140554.bc2078--bc2078.hifi_reads	no	2.2.1.1 (117)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-39
S0066-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2079--bc2079.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-210	MFS-40	0.76	0.0108595560918299	2.2.1.1	m64142_221219_140554.bc2079--bc2079.hifi_reads	no	2.2.1.1 (121)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-40
S0077-06	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2080--bc2080.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-213	MFS-44	0.66	0.0214976539308627	4.1.2.1	m64142_221219_140554.bc2080--bc2080.hifi_reads	no	4.1.2.1 (132)	4.1.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-44
S0004-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2082--bc2082.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-219	MFS-2	0.47	0.0104010124179387	2.2.1.1	m64142_221219_140554.bc2082--bc2082.hifi_reads	no	2.2.1.1 (134)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-2
S0031-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2084--bc2084.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-221	MFS-17	0.43	0.0100817707136054	2.2.1	m64142_221219_140554.bc2084--bc2084.hifi_reads	no	2.2.1 (119)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-17
S0131-09	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2086--bc2086.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-227	MFS-65	0.46	0.0124290103342333	2.2.1.1	m64142_221219_140554.bc2086--bc2086.hifi_reads	no	2.2.1.1 (104)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-65
S0242-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2088--bc2088.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-242	MFS-151	1.16	0.0050719099562287	4.4.1.1	m64142_221219_140554.bc2088--bc2088.hifi_reads	no	4.4.1.1.1 (127)	4.4.1.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-151
S0245-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2090--bc2090.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-244	MFS-157	2.27	0.0110412553257819	2.2.1.1	m64142_221219_140554.bc2090--bc2090.hifi_reads	no	2.2.1.1 (127)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-157
S0249-08	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2092--bc2092.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-248	MFS-163	1.5	0.0091995643086343	2.2.1	m64142_221219_140554.bc2092--bc2092.hifi_reads	no	2.2.1 (140)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-163
S0195-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2093--bc2093.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-250	MFS-277	0.43	0.0113521926210747	2.2.1.1	m64142_221219_140554.bc2093--bc2093.hifi_reads	no	2.2.1.1 (157)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-277
S0195-06	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2094--bc2094.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-251	MFS-110	0.57	0.0093229883619071	2.2.1.1	m64142_221219_140554.bc2094--bc2094.hifi_reads	no	2.2.1.1 (134)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-110
S0198-07	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2095--bc2095.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-252	MFS-113	0.49	0.0098417515716453	2.2.1.1	m64142_221219_140554.bc2095--bc2095.hifi_reads	no	2.2.1.1 (188)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-113
S0200-07	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set4_230124/m64142_221219_140554.bc2096--bc2096.hifi_reads.fastq.gz	TRUST_PB_Set4	MFS-253	MFS-116	0.46	0.0103588605253422	2.2.1.1	m64142_221219_140554.bc2096--bc2096.hifi_reads	no	2.2.1.1 (162)	2.2.1.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-116
S0017-01	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2001--bc2001.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-520	MFS-520	0.42	0.0192460566503493	1.1.2	m64142_240409_061126.bc2001--bc2001.hifi_reads	no	1.1.2 (42)	1.1.2	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-520
S0063-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2002--bc2002.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-550	MFS-550	0.4	0.0106247150022799	2.2.1	m64142_240409_061126.bc2002--bc2002.hifi_reads	no	2.2.1 (25)	2.2.1	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-550
S0097-02	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_PacBio/TRUST_PacBio_Set5_240528/m64142_240409_061126.bc2003--bc2003.hifi_reads.fastq.gz	TRUST_PacBio_Set5_240528	MFS-566	MFS-566	0.43	0.0099780300256316	3	m64142_240409_061126.bc2003--bc2003.hifi_reads	no	3 (59)	3	/n/data1/hms/dbmi/farhat/fastq_db/TRUST_Illumina/TRUST.SRWGS.FQs.AllSets.RenamedAndLanesMerged/MFS-566
